split_name,date_field,months,query_count,doc_count,ndcg_cut_10,ndcg_cut_1000,map,recall_100,recall_1000
march_only,updatedDate,3,86,48183,0.008937727821143385,0.07485893340709836,0.014120927200143976,0.3507751937984496,0.3507751937984496
march_april,updatedDate,"3,4",95,100241,0.023415640367519162,0.11072115690758459,0.025430069852783187,0.3704010025062657,0.5024812030075188
march_april_may,updatedDate,"3,4,5",100,200527,0.017082265488392277,0.12485780945401631,0.017066641309924663,0.06476190476190476,0.6376706349206348
