query_id,map,recall_100,recall_1000,ndcg_cut_10,ndcg_cut_1000
d40a44b633a216fc65484a60dadd48ac,0.005414771496642841,0.3333333333333333,0.6666666666666666,0.0,0.12511628752944198
1200cc678dce697633576f9941994baa,0.012699771689497716,0.3333333333333333,0.6666666666666666,0.0,0.1502954795303643
e54f68f74633d43b86d0247af6197544,0.002551020408163265,0.0,1.0,0.0,0.11603101297080894
e874f77079e2943bfe8c7ab5985bba33,0.0023042457862171963,0.0,1.0,0.0,0.12205920503639892
910db656ed939dbb0b017843db25e2b5,0.0,0.0,0.0,0.0,0.0
328e016c9773ff748f749f1fdd081b8d,0.002639194715319283,0.0,1.0,0.0,0.1341455059588013
ef401e491a89991d822ec491f94e3639,0.011362252373472721,0.0,1.0,0.0,0.22475962260284962
58693f8e42bc57d9db6db40b90b142de,0.0017667844522968198,0.0,1.0,0.0,0.10932301268043536
0b155c7fdc95ddd69962e106dfaed576,0.0033932079708111143,0.0,1.0,0.0,0.140686316492039
721f5289656546b698a36571b2d86c4b,0.007903109410073857,0.16666666666666666,0.8333333333333334,0.0,0.15525249547566666
cc613b02ecdaf8f4e2e025008eb8680c,0.0,0.0,0.0,0.0,0.0
40a8df88721f3a9f1363c47c7d996d5e,0.0,0.0,0.0,0.0,0.0
dfe9c87036812c15b429bfaa041ee6c2,0.0,0.0,0.0,0.0,0.0
286b151fe9f88f9457878c2655e4f2da,0.0025773806702374747,0.0,1.0,0.0,0.13351272637316314
27d5a858b54377ad38312dc515812683,0.0,0.0,0.0,0.0,0.0
c62b2b80a8db46cbcb0866776a155ae9,0.0,0.0,0.0,0.0,0.0
d469026fee5ebf4230d3ec5f9501e621,0.0,0.0,0.0,0.0,0.0
504ba8f0091eef715f16ccbb63ed5ac9,0.003080108162920399,0.0,1.0,0.0,0.13733454340691037
2eff8040c4e28557c51361ab9b8db57d,0.001243413101472395,0.0,0.2,0.0,0.0787022655256654
30c3ebbc6708a3454d82f9a8c11796fa,0.001949317738791423,0.0,1.0,0.0,0.11104171560089222
2fae882aa26665d7522162f134babcdf,0.0,0.0,0.0,0.0,0.0
a64207e4bf8ec20e09918f9831197c50,0.00196078431372549,0.0,1.0,0.0,0.11114594325018258
1f50741d080a161ff0cde0b31cfd685e,0.0016207455429497568,0.0,1.0,0.0,0.10785784260696445
82cd19fadb27746d99d5e6d818097910,0.0,0.0,0.0,0.0,0.0
dc1849c0ec8ffd02455d02e00a690950,0.0,0.0,0.0,0.0,0.0
c613c39de9464d090499baed3e86eec5,0.0,0.0,0.0,0.0,0.0
343570543e89b17f992e31c939eb8baf,0.0018083182640144665,0.0,1.0,0.0,0.10972441196825085
45d19e089d62f6d06d3fbb1676ae4b85,0.001469726119014788,0.0,0.5,0.0,0.09352868438768008
1f4a02148d3138e7a04d14cca49f0f4e,0.004265936873344956,0.0,1.0,0.0,0.14976675237175546
7fc59cf2e1511d45688b1b9e6c90b1f5,0.0022935779816513763,0.0,1.0,0.0,0.11400572314167466
eb0c676dd89c26b532399101064cf7d2,0.0,0.0,0.0,0.0,0.0
f86f41648ba908f4c469ef17802f0511,0.004735672634431206,0.0,1.0,0.0,0.15234455720276377
161820e44e7022cf44fd99a59bce5792,0.0033597813294863523,0.0,1.0,0.0,0.12935419158731096
ebf4a2df691a9df61502f18150f2a9ee,0.003793111603303355,0.0,1.0,0.0,0.15589086711377892
3a180af85b747f6a7c2f74ec1a6e8b24,0.010471561138816993,0.25,0.75,0.0,0.16464036950971866
7583b65656affbcc148b545b75dfc968,0.00211864406779661,0.0,1.0,0.0,0.11254041979201493
a40f25e65758d13cbdc2f0053175e050,0.0020964360587002098,0.0,1.0,0.0,0.11234860846399522
cf5992cd1306b7aa71afb466b25f8195,0.0,0.0,0.0,0.0,0.0
23b98abd4686855f0ed05c6d1a01e2b9,0.0019193857965451055,0.0,1.0,0.0,0.11076765756975603
