query_id,map,recall_100,recall_1000,ndcg_cut_10,ndcg_cut_1000
d40a44b633a216fc65484a60dadd48ac,0.09090909090909091,1.0,1.0,0.0,0.27894294565112987
1200cc678dce697633576f9941994baa,0.0,0.0,0.0,0.0,0.0
e54f68f74633d43b86d0247af6197544,0.13064713064713063,1.0,1.0,0.16716045496620227,0.37689912299917094
e874f77079e2943bfe8c7ab5985bba33,0.0316067947646895,0.5,1.0,0.0,0.22286743400320744
910db656ed939dbb0b017843db25e2b5,0.0,0.0,0.0,0.0,0.0
328e016c9773ff748f749f1fdd081b8d,0.12222222222222222,1.0,1.0,0.18457569677956817,0.3378624949709328
ef401e491a89991d822ec491f94e3639,0.7434782608695653,1.0,1.0,0.8390496601388447,0.8819887414855135
58693f8e42bc57d9db6db40b90b142de,0.9166666666666666,1.0,1.0,0.7960200534283121,0.7960200534283121
0b155c7fdc95ddd69962e106dfaed576,0.0,0.0,0.0,0.0,0.0
721f5289656546b698a36571b2d86c4b,0.8409090909090909,1.0,1.0,0.9082209380838205,0.96766490223762
cc613b02ecdaf8f4e2e025008eb8680c,0.045454545454545456,1.0,1.0,0.0,0.22106472945750374
40a8df88721f3a9f1363c47c7d996d5e,0.0,0.0,0.0,0.0,0.0
286b151fe9f88f9457878c2655e4f2da,0.0625,1.0,1.0,0.0,0.24465054211822604
27d5a858b54377ad38312dc515812683,0.0,0.0,0.0,0.0,0.0
c62b2b80a8db46cbcb0866776a155ae9,0.0,0.0,0.0,0.0,0.0
d469026fee5ebf4230d3ec5f9501e621,0.16666666666666666,1.0,1.0,0.3562071871080222,0.3562071871080222
504ba8f0091eef715f16ccbb63ed5ac9,1.0,1.0,1.0,1.0,1.0
2eff8040c4e28557c51361ab9b8db57d,0.09736065591328749,0.6666666666666666,0.6666666666666666,0.14209201620336528,0.3310552290284692
30c3ebbc6708a3454d82f9a8c11796fa,0.03333333333333333,0.5,0.5,0.0,0.1532867981913646
2fae882aa26665d7522162f134babcdf,0.5,1.0,1.0,0.6309297535714575,0.6309297535714575
a64207e4bf8ec20e09918f9831197c50,0.0,0.0,0.0,0.0,0.0
1f50741d080a161ff0cde0b31cfd685e,0.1111111111111111,1.0,1.0,0.3010299956639812,0.3010299956639812
82cd19fadb27746d99d5e6d818097910,0.0,0.0,0.0,0.0,0.0
25affb391b5a4052cc6750a79fd6162f,0.0,0.0,0.0,0.0,0.0
dc1849c0ec8ffd02455d02e00a690950,0.3333333333333333,1.0,1.0,0.5,0.5
c613c39de9464d090499baed3e86eec5,0.0,0.0,0.0,0.0,0.0
343570543e89b17f992e31c939eb8baf,0.09215686274509804,1.0,1.0,0.0,0.27732588912562384
45d19e089d62f6d06d3fbb1676ae4b85,0.52,1.0,1.0,0.6472866300993528,0.7018790674230261
1f4a02148d3138e7a04d14cca49f0f4e,0.37373737373737376,0.75,0.75,0.5545103873821835,0.6733983156897827
7fc59cf2e1511d45688b1b9e6c90b1f5,0.24074074074074073,1.0,1.0,0.45846073882962946,0.45846073882962946
eb0c676dd89c26b532399101064cf7d2,0.0,0.0,0.0,0.0,0.0
f86f41648ba908f4c469ef17802f0511,0.1716171617161716,0.5,1.0,0.3065735963827292,0.3865632014554597
161820e44e7022cf44fd99a59bce5792,0.16327519379844962,0.75,0.75,0.15048880767085435,0.34059213594348525
ebf4a2df691a9df61502f18150f2a9ee,0.0,0.0,0.0,0.0,0.0
3a180af85b747f6a7c2f74ec1a6e8b24,0.3762187057223822,1.0,1.0,0.32908604348504067,0.6932308652525935
7583b65656affbcc148b545b75dfc968,0.0,0.0,0.0,0.0,0.0
a40f25e65758d13cbdc2f0053175e050,0.0,0.0,0.0,0.0,0.0
cf5992cd1306b7aa71afb466b25f8195,0.02823977823977824,0.5,1.0,0.0,0.21902221890634385
23b98abd4686855f0ed05c6d1a01e2b9,1.0,1.0,1.0,1.0,1.0
1a2f5d355af40cba5cc9ad1ffddd114e,0.3693783068783069,1.0,1.0,0.4740450391602261,0.6751767111579106
e7abd0f60b9f4306e06dcd05a3cf8a34,0.0,0.0,0.0,0.0,0.0
32dcf5f64658b023229d877bf4a86084,0.0,0.0,0.0,0.0,0.0
f9ae0f99d7403b40d78e3d3d103d6a1c,0.5,1.0,1.0,0.6309297535714575,0.6309297535714575
9c6556134c7d06548f65d0e363b69f44,0.07692307692307693,1.0,1.0,0.0,0.26264953503719357
35e64efe49a5eb9b5f9ee7e7464352fc,0.07142857142857142,1.0,1.0,0.0,0.2559580248098155
123cf37ccef0961a82918ad95c391866,0.8333333333333333,1.0,1.0,0.7601875334318685,0.7601875334318685
a3d4d31b531c0372a9ea7fa1ae0e7015,0.6111111111111112,1.0,1.0,0.7977228895450266,0.7977228895450266
4eb1811f5597cbb51193ff49c7d79af9,0.0,0.0,0.0,0.0,0.0
0e8e69ebcd11bc70aeb0102176cbf69b,0.5333333333333333,1.0,1.0,0.6131471927654584,0.7369103935655449
2d885b04956ddd2e729af5d7e6f50384,0.01282051282051282,0.5,0.5,0.0,0.11521147633589655
1c6ca51a558f678acf1b1d1a8b145f54,0.08333333333333333,1.0,1.0,0.0,0.27023815442731974
5980d90c7c34207a2ea5476d8be72f7d,0.0,0.0,0.0,0.0,0.0
838027a4fcf857b3d4ddfeebf94faad6,0.0,0.0,0.0,0.0,0.0
f2160ef29c1c99e11953a5465c7a10b3,0.0,0.0,0.0,0.0,0.0
faf500cb32740da36d22ed8e719f9484,0.3333333333333333,1.0,1.0,0.5,0.5
072f1af47be326cbe50092e56576c209,0.010869565217391304,1.0,1.0,0.0,0.15292486830283214
b8d04877eb27228be265b3bf332ec1b4,0.5716298019676128,0.9166666666666666,0.9166666666666666,0.6083169141195838,0.8193113865713554
fefe337967a82517f54ffed125c4b843,0.0,0.0,0.0,0.0,0.0
ff9451260a60844bedd2d4f42c434db4,0.325,1.0,1.0,0.45777815652719006,0.45777815652719006
10fdb11b13fff4b822ddc239ad6f3969,0.29160394764290254,0.8888888888888888,0.8888888888888888,0.35256832412172806,0.6334974475414259
14d317d015117766bee743c1503b9307,0.0,0.0,0.0,0.0,0.0
19a43a2b512e5ddd5e1b336c958b892e,1.0,1.0,1.0,1.0,1.0
7028b649b77f6ca3ff7b4170b9c27658,0.0,0.0,0.0,0.0,0.0
aaefb77ea38b942acc70b430c5a84078,0.75,1.0,1.0,0.8772153153380493,0.8772153153380493
ba1277eed48fe5fc09db5513b8c4be8b,1.0,1.0,1.0,1.0,1.0
667d3011d775d6892b99824e96fd5cc9,0.0,0.0,0.0,0.0,0.0
21e8c323e168b0813eff14fdac972f1f,0.0,0.0,0.0,0.0,0.0
e8ebed4fee9260028923885e9eb9a242,0.1,1.0,1.0,0.2890648263178879,0.2890648263178879
c5090df276f619e3516a862007a521d3,0.047619047619047616,1.0,1.0,0.0,0.22424382421757544
3364789dac36e8123f8dd056561eaf33,0.0,0.0,0.0,0.0,0.0
9e8e1070b5a2631b490a235c3e49eea8,0.3539693433996797,0.6666666666666666,1.0,0.5316519652587917,0.6633329181951935
f9cfc9d84b800a51132ca858cc567e6e,0.5833333333333333,1.0,1.0,0.6934264036172708,0.6934264036172708
c95008170a16f8088d6b601bfdade573,0.05161997445744967,0.5,1.0,0.0,0.3164746614518159
38323ace1b617b418f533f54c09c7228,1.0,1.0,1.0,1.0,1.0
99f4fe5aef26841974824242f9099457,0.17738095238095236,1.0,1.0,0.12663167705327652,0.4075778675705508
3126294258753cc2e2eb7b7053bf2131,0.04817027632561613,0.5,1.0,0.0,0.2525513258082571
980a8949538c372771a8e07536e98ddd,0.0,0.0,0.0,0.0,0.0
b0819a255ce068f1a6a079fe31f530b3,0.2935897435897436,1.0,1.0,0.38364913903790027,0.5069049782306237
d57c8392cee04d71bf68efe07294f3c4,0.0,0.0,0.0,0.0,0.0
d606782194b6084ebfe957206e386d01,0.667416805903648,1.0,1.0,0.7211689601674283,0.882453492103684
457a31118f77a546ba448804ddbb23ab,0.5833333333333333,1.0,1.0,0.66967181649423,0.66967181649423
b2dd7a2e85f350103e0ad22796fb9b0a,0.0,0.0,0.0,0.0,0.0
f559875a4f4af463696bfef04c775147,1.0,1.0,1.0,1.0,1.0
b6e83d494701496aabe6a6b0f308dbd5,0.0,0.0,0.0,0.0,0.0
34761729cc3fd73195d5840b733ca362,0.03333333333333333,0.5,0.5,0.0,0.1532867981913646
a55562e661e2a0b1a29185e00439402a,0.0,0.0,0.0,0.0,0.0
f8170966870f22526a56eb87f181b12c,0.17716851050184382,0.3333333333333333,1.0,0.4030302838010049,0.49038892586915195
35bb643809f197b68021794ad8ad1319,0.46545454545454534,1.0,1.0,0.5127414293114947,0.5997852587991307
ef8e207b13d16b374d21d649357dd43b,0.0,0.0,0.0,0.0,0.0
5a889567c7096c0801a004e4755d7c9d,0.07677263212977499,0.5714285714285714,0.7142857142857143,0.09162544430476362,0.3069237101002227
38a5737828cd22eb5c45c3fbe66340d5,0.12916666666666665,1.0,1.0,0.23981246656813146,0.334835908247115
d540f26d75ef66d68559ad827a280fd9,0.16666666666666666,1.0,1.0,0.3562071871080222,0.3562071871080222
5a027ebb79a4b16c5ecb16737c2fec26,0.6111111111111112,1.0,1.0,0.7977228895450266,0.7977228895450266
b5add364fa0fea003903862eb30c4ba1,0.41666666666666663,1.0,1.0,0.6052602440527057,0.6052602440527057
66aa4fe59b0d5d3465d108fde45ef3b3,0.3380541871921182,1.0,1.0,0.4144299250118475,0.5939083522043174
91fbd1574eab37719bf8b693b6f85628,0.7745041450923803,1.0,1.0,0.7355110206620352,0.9242822936174422
e7c142a4da595b78d3b4066ebf5d34e3,0.0,0.0,0.0,0.0,0.0
