split_name,date_field,months,query_count,doc_count,ndcg_cut_10,ndcg_cut_1000,map,recall_100,recall_1000
march_only,createdDate,3,78,49631,0.20186590292759524,0.21670671182990184,0.17057865856012877,0.3525641025641026,0.3525641025641026
march_april,createdDate,"3,4",93,134355,0.24453547620661384,0.28250764849930227,0.21258558586297055,0.4710274790919952,0.4950716845878136
march_april_may,createdDate,"3,4,5",97,232307,0.2709725944201423,0.3328428870779285,0.23931183945776405,0.5281418753068238,0.5795450826378661
